Rk;Player;Pos;Age;Tm;G;GS;MP;FG;FGA;FG%;3P;3PA;3P%;2P;2PA;2P%;eFG%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;Player-additional
483;Isaiah Stewart;PF;22;DET;46;45;309;40;83;.487;15;38;.383;26;45;.575;.575;14;18;.753;16;50;66;16;4;8;14;22;109;stewais01
484;Julian Strawther;SF;21;DEN;50;0;109;16;44;.369;8;28;.297;8;17;.488;.462;4;6;.710;1;11;12;9;3;1;5;11;45;strawju01
485;Max Strus;SF;27;CLE;70;70;320;43;104;.418;24;68;.351;19;36;.546;.533;11;14;.794;9;39;48;40;9;4;16;24;122;strusma01
486;Jalen Suggs;SG;22;ORL;75;75;270;45;95;.471;20;51;.397;24;44;.556;.578;16;21;.756;6;24;31;27;14;6;18;27;126;suggsja01
487;Cole Swider;SF;24;MIA;18;0;48;8;21;.395;6;17;.333;3;4;.625;.526;1;1;1.000;1;3;4;3;1;1;4;2;23;swideco01
488;Jae'Sean Tate;SF;28;HOU;65;9;159;17;35;.472;4;12;.299;13;23;.559;.522;4;6;.667;9;21;30;10;6;2;6;21;41;tateja01
489;Jayson Tatum;PF;25;BOS;74;74;357;91;193;.471;31;82;.376;60;110;.542;.552;56;67;.833;9;72;81;49;10;6;25;20;269;tatumja01
490;Terry Taylor;PF;24;CHI;31;0;61;6;13;.513;1;3;.222;6;10;.600;.538;1;2;.800;5;6;12;3;2;1;2;5;15;taylote01
491;Garrett Temple;SG;37;TOR;27;2;107;11;29;.372;4;15;.300;6;14;.447;.449;7;8;.818;7;10;17;10;4;1;5;10;33;templga01
492;Dalen Terry;SG;21;CHI;59;2;115;12;27;.439;3;13;.230;9;14;.627;.494;4;7;.581;5;14;19;14;5;3;5;14;31;terryda01
493;Daniel Theis;C;31;TOT;60;3;169;26;49;.532;4;12;.366;22;37;.586;.577;6;8;.760;14;27;41;10;4;9;7;21;63;theisda01
494;Cam Thomas;SG;22;BRK;66;51;314;80;180;.442;22;60;.364;58;120;.481;.503;43;51;.856;4;28;32;29;7;2;19;21;225;thomaca02
495;Isaiah Thomas;PG;34;PHO;6;0;32;5;17;.300;3;7;.500;2;10;.167;.400;0;0;;0;0;0;5;0;0;0;0;13;thomais02
496;Amen Thompson;SF;21;HOU;62;23;224;39;72;.536;1;9;.138;37;63;.595;.545;17;25;.684;24;42;66;26;13;6;15;23;95;thompam01
497;Ausar Thompson;SF;21;DET;63;38;251;37;76;.483;3;18;.186;33;58;.575;.505;11;19;.597;20;43;64;19;11;9;13;28;88;thompau01
498;Klay Thompson;SF;33;GSW;77;63;297;64;147;.432;35;90;.387;29;57;.503;.551;16;18;.927;5;28;33;23;6;5;15;16;179;thompkl01
499;Tristan Thompson;C;32;CLE;49;0;112;15;24;.608;0;0;.000;15;24;.613;.608;3;11;.288;15;21;36;10;2;3;6;12;33;thomptr01
500;JT Thor;PF;21;CHO;63;3;124;13;29;.437;4;13;.346;8;16;.510;.514;2;3;.550;7;16;23;5;2;4;2;10;32;thorjt01
501;Matisse Thybulle;SF;26;POR;65;19;229;19;49;.397;12;36;.346;7;13;.535;.524;3;4;.759;5;16;21;14;17;8;6;14;54;thybuma01
502;Xavier Tillman Sr.;C-PF;25;TOT;54;15;180;22;52;.434;4;15;.247;19;37;.510;.470;4;9;.440;13;26;39;14;9;8;6;14;53;tillmxa01
503;Jacob Toppin;SF;23;NYK;9;0;42;6;10;.556;1;4;.250;4;6;.800;.611;2;2;1.000;3;4;8;3;0;1;1;3;14;toppija01
504;Obi Toppin;PF;25;IND;82;28;211;40;71;.573;12;31;.403;28;40;.706;.661;9;12;.770;10;29;39;16;6;5;8;17;103;toppiob01
505;Juan Toscano-Anderson;SF;30;SAC;11;0;48;3;11;.250;1;4;.250;2;7;.250;.292;0;0;;4;9;13;4;1;1;2;10;6;toscaju01
506;Karl-Anthony Towns;PF;28;MIN;62;62;327;77;153;.504;22;53;.416;55;101;.550;.575;41;47;.873;15;68;83;30;7;7;29;33;218;townska01
507;Gary Trent Jr.;SG;25;TOR;71;41;281;51;119;.426;25;64;.393;26;55;.464;.531;10;14;.771;4;23;26;17;11;1;7;14;137;trentga02
508;Oscar Tshiebwe;PF;24;IND;8;0;53;13;25;.500;0;0;;13;25;.500;.500;8;10;.750;10;10;20;3;3;1;0;4;33;tshieos01
509;P.J. Tucker;PF;38;TOT;31;10;157;6;16;.360;4;11;.371;2;5;.333;.490;1;1;1.000;9;18;27;5;5;2;3;17;17;tuckepj01
510;Myles Turner;C;27;IND;77;77;270;62;118;.524;15;42;.358;47;76;.615;.587;32;41;.773;15;55;69;13;5;19;14;30;171;turnemy01
511;Hunter Tyson;PF;23;DEN;18;0;27;4;11;.400;2;8;.286;2;3;.667;.500;0;0;;1;4;5;1;1;0;1;6;11;tysonhu01
512;Stanley Umude;SG;24;DET;24;2;128;15;35;.440;10;22;.453;5;13;.419;.583;12;13;.906;3;18;21;5;3;3;6;17;53;umudest01
513;Jonas Valan?i?nas;C;31;NOP;82;82;235;49;88;.559;5;15;.308;45;73;.609;.585;20;25;.785;23;65;88;21;4;8;14;27;122;valanjo01
514;Jarred Vanderbilt;PF;24;LAL;29;6;200;20;39;.518;3;9;.296;18;30;.586;.553;8;12;.667;14;33;48;12;12;2;10;15;52;vandeja01
515;Fred VanVleet;PG;29;HOU;73;73;368;58;139;.416;31;80;.387;27;59;.454;.527;27;31;.860;5;34;38;81;14;8;17;25;174;vanvlfr01
516;Devin Vassell;SG;23;SAS;68;62;331;73;155;.472;24;66;.372;49;90;.544;.550;24;30;.801;4;34;38;41;11;3;16;11;195;vassede01
517;Sasha Vezenkov;PF;28;SAC;42;0;122;20;45;.440;11;29;.375;9;17;.549;.558;3;4;.800;7;16;23;5;5;2;3;10;54;vezenal01
518;Gabe Vincent;PG;27;LAL;11;0;198;14;45;.306;3;25;.107;11;19;.571;.337;1;2;.500;4;5;8;19;8;0;5;17;31;vincega01
519;Nikola Vu?evi?;C;33;CHI;76;74;343;77;159;.484;12;41;.294;65;118;.550;.522;14;17;.822;28;78;105;33;7;8;16;25;180;vucevni01
520;Tristan Vukcevic;C;20;WAS;10;4;153;29;67;.433;10;36;.278;19;31;.613;.507;17;22;.773;6;30;36;13;5;7;10;28;85;vukcetr01
521;Dean Wade;PF;27;CLE;54;32;205;18;43;.414;15;37;.391;3;6;.567;.584;4;5;.769;7;34;40;8;7;5;4;17;54;wadede01
522;Franz Wagner;SF;22;ORL;72;72;325;73;152;.482;13;46;.281;60;106;.570;.525;38;44;.850;10;43;53;37;11;4;19;23;197;wagnefr01
523;Moritz Wagner;C;26;ORL;80;1;177;42;69;.601;5;14;.330;37;55;.673;.636;21;26;.814;15;29;43;12;5;3;12;20;109;wagnemo01
524;Ish Wainright;SF;29;TOT;11;0;56;6;22;.292;6;18;.350;0;4;.000;.438;2;2;1.000;3;10;13;1;4;1;2;7;21;wainris01
525;Jabari Walker;SF;21;POR;72;23;236;33;71;.460;6;19;.295;27;51;.522;.500;18;24;.754;21;50;71;10;6;3;9;24;89;walkeja01
526;Jarace Walker;PF;20;IND;33;0;103;14;33;.409;7;17;.400;7;17;.418;.509;2;3;.889;4;15;19;12;5;3;5;9;36;walkeja02
527;Lonnie Walker IV;SG;25;BRK;58;0;174;36;85;.423;18;47;.384;18;38;.471;.528;8;10;.763;2;20;22;13;6;3;9;12;97;walkelo01
528;Cason Wallace;SG;20;OKC;82;13;206;26;54;.491;12;29;.419;15;25;.572;.602;4;5;.784;6;16;23;15;9;5;5;16;68;wallaca01
529;Jordan Walsh;SF;19;BOS;9;1;92;7;17;.400;2;10;.222;4;7;.667;.467;1;2;.500;6;17;22;6;6;1;3;12;17;walshjo01
530;T.J. Warren;SF;30;MIN;11;0;114;16;37;.439;2;12;.154;15;25;.571;.463;3;4;.750;5;15;20;8;4;1;4;10;37;warretj01
531;P.J. Washington;PF;25;TOT;73;45;304;48;111;.436;18;57;.320;30;55;.558;.518;14;20;.683;12;45;56;19;10;8;13;23;129;washipj01
532;TyTy Washington Jr.;PG;22;MIL;11;0;51;5;18;.300;2;5;.333;4;13;.286;.350;0;0;;1;4;5;5;3;0;2;1;13;washity02
533;Yuta Watanabe;SF;29;TOT;34;0;136;12;34;.353;7;25;.294;5;9;.516;.461;3;5;.588;3;13;16;4;4;2;6;11;34;watanyu01
534;Lindy Waters III;SG;26;OKC;38;0;74;13;27;.471;10;22;.435;3;5;.632;.649;1;1;1.000;2;9;11;6;1;2;2;6;36;waterli01
535;Trendon Watford;PF;23;BRK;63;2;136;26;49;.527;4;11;.397;22;39;.564;.571;12;15;.794;8;23;31;13;4;3;10;17;69;watfotr01
536;Peyton Watson;SF;21;DEN;80;4;186;26;56;.465;6;19;.296;20;37;.553;.516;9;13;.670;7;25;32;11;5;11;7;18;67;watsope01
537;Victor Wembanyama;C;20;SAS;71;71;297;78;167;.465;18;55;.325;60;112;.534;.519;41;52;.796;23;84;106;39;12;36;37;22;214;wembavi01
538;Blake Wesley;SG;20;SAS;61;3;144;17;35;.474;2;9;.218;15;26;.563;.502;9;13;.667;3;12;15;27;5;1;9;15;44;weslebl01
539;Russell Westbrook;PG;35;LAC;68;11;225;44;98;.454;6;23;.273;38;75;.509;.486;16;24;.688;14;37;50;45;11;3;21;18;111;westbru01
540;Coby White;PG;23;CHI;79;78;365;68;153;.447;26;70;.376;42;83;.508;.534;28;33;.838;6;40;45;51;7;2;21;24;191;whiteco01
541;Derrick White;SG;29;BOS;73;73;326;53;115;.461;27;68;.396;26;47;.555;.578;19;21;.901;7;35;42;52;10;12;15;21;152;whitede01
542;Jack White;SF;26;MEM;4;0;160;5;40;.125;5;25;.200;0;15;.000;.188;0;0;;10;20;30;3;10;3;5;8;15;whiteja03
543;Cam Whitmore;SF;19;HOU;47;2;187;45;99;.454;17;47;.359;28;53;.538;.539;16;24;.679;9;29;38;7;6;4;10;14;123;whitmca01
544;Aaron Wiggins;SG;25;OKC;78;4;157;27;48;.562;8;16;.492;19;32;.598;.645;7;9;.789;8;16;24;11;7;2;7;12;69;wiggiaa01
545;Andrew Wiggins;SF;28;GSW;71;59;270;50;110;.453;13;36;.358;37;74;.498;.511;20;27;.751;15;30;45;17;6;6;12;21;132;wiggian01
546;Lindell Wigginton;PG;25;MIL;3;0;27;7;17;.400;0;7;.000;7;10;.667;.400;7;7;1.000;0;0;0;0;0;0;3;3;20;wiggili01
547;Alondes Williams;SG;24;MIA;7;0;23;3;11;.250;0;6;.000;3;6;.500;.250;1;1;1.000;0;1;1;0;0;1;3;3;7;willial06
548;Brandon Williams;PG;24;DAL;17;0;66;12;32;.370;2;9;.200;10;23;.436;.398;6;10;.647;2;5;8;10;1;1;4;2;32;willibr03
549;Grant Williams;PF;25;TOT;76;43;280;36;80;.456;17;44;.375;20;35;.558;.560;14;18;.757;11;31;42;23;6;5;14;30;103;willigr01
550;Jalen Williams;PF;22;OKC;71;71;313;75;140;.540;15;34;.427;61;106;.576;.592;25;31;.814;5;35;40;45;11;6;17;25;191;willija06
551;Jaylin Williams;C;21;OKC;69;1;130;14;33;.417;8;21;.368;6;12;.500;.533;5;6;.805;5;29;34;16;4;4;5;14;40;willija07
552;Jeenathan Williams;SG;24;HOU;22;0;59;12;23;.540;1;2;.400;11;20;.556;.560;3;6;.538;5;5;10;3;2;0;2;5;29;willije02
553;Kenrich Williams;PF;29;OKC;69;1;149;19;41;.468;8;20;.397;11;20;.540;.568;1;2;.500;9;21;30;13;6;1;5;15;47;willike04
554;Malik Williams;C;25;TOR;7;2;153;13;49;.265;1;7;.200;11;41;.276;.279;0;3;.000;21;33;54;3;4;6;4;21;27;willima11
555;Mark Williams;C;22;CHO;19;19;267;52;79;.649;0;0;;52;79;.649;.649;24;34;.719;40;57;97;12;8;11;9;26;127;willima07
556;Patrick Williams;PF;22;CHI;43;30;273;37;83;.443;14;34;.399;23;49;.474;.525;12;15;.788;11;28;39;15;9;8;13;20;100;willipa01
557;Robert Williams;C;26;POR;6;0;198;28;43;.654;0;0;;28;43;.654;.654;12;15;.778;18;45;63;8;12;12;12;28;68;williro04
558;Vince Williams Jr.;SG;23;MEM;52;33;276;33;73;.446;15;40;.378;17;33;.529;.550;20;25;.800;11;44;56;34;9;7;18;26;100;willivi01
559;Ziaire Williams;SF;22;MEM;51;15;204;29;74;.397;11;37;.307;18;37;.487;.474;12;15;.827;7;28;35;15;7;2;13;17;82;willizi02
560;Zion Williamson;PF;23;NOP;70;70;315;89;156;.570;1;3;.333;88;154;.574;.573;50;71;.702;17;41;58;50;11;7;28;23;229;willizi01
561;D.J. Wilson;PF;27;PHI;2;0;75;20;30;.667;10;10;1.000;10;20;.500;.833;0;0;;5;5;10;10;0;10;0;5;50;wilsodj01
562;Jalen Wilson;PF;23;BRK;43;3;154;18;42;.425;6;17;.324;12;24;.495;.492;9;11;.826;11;20;30;10;3;1;4;11;50;wilsoja03
563;Dylan Windler;SF;27;TOT;17;0;64;9;18;.500;8;16;.481;1;2;.667;.717;0;0;;2;8;9;6;1;0;1;4;25;windldy01
564;James Wiseman;C;22;DET;63;6;173;30;48;.613;0;0;.000;30;48;.617;.613;11;16;.706;17;36;53;9;2;6;10;22;71;wisemja01
565;Isaiah Wong;SG;23;IND;1;0;40;10;30;.333;0;10;.000;10;20;.500;.333;0;0;;0;0;0;0;0;0;0;0;20;wongis01
566;Christian Wood;PF;28;LAL;50;1;174;25;53;.466;7;23;.307;18;30;.587;.532;13;19;.702;8;43;51;10;3;7;10;14;69;woodch01
567;Delon Wright;PG;31;TOT;47;1;158;16;40;.394;5;14;.368;10;26;.408;.460;8;10;.822;4;14;18;25;11;2;3;7;45;wrighde01
568;Thaddeus Young;PF;35;TOT;33;6;133;20;33;.602;0;2;.143;19;31;.634;.606;2;5;.400;14;17;31;17;7;2;5;15;42;youngth01
569;Trae Young;PG;25;ATL;54;54;360;80;187;.430;32;87;.373;48;100;.479;.516;64;75;.855;4;23;28;108;13;2;44;20;257;youngtr01
570;Omer Yurtseven;C;25;UTA;48;12;114;21;38;.538;1;5;.208;20;33;.588;.552;4;6;.679;15;28;43;6;2;4;8;11;46;yurtsom01
571;Cody Zeller;C;31;NOP;43;0;74;6;14;.419;0;1;.333;6;14;.424;.427;5;9;.605;11;15;26;9;2;1;4;10;18;zelleco01
572;Ivica Zubac;C;26;LAC;68;68;264;50;76;.649;0;0;;50;76;.649;.649;18;24;.723;29;63;92;14;3;12;12;26;117;zubaciv01
